anonymized_location_id,anonymized_brand_id (brands contain multiple locations),location_address,location_city,location_state,location_zip_code,Day of location_creation,location_latitude,location_longitude,stars_avg,service_type,check_avg,venue_type,location_name,Cuisine Types
3958,1768.0,99 MacDougal Street,New York,NY,10012,2024-12-02,40.7296283,-74.0010291,4.2,fast_casual,low,fast_casual,The Kati Roll Company - MacDougal Street,
3959,1768.0,49 West 39th Street,New York,NY,10018,2024-12-02,40.7527946,-73.984587,4.1,fast_casual,low,fast_casual,The Kati Roll Company - West 39th Street,
3960,1768.0,229 East 53rd Street,New York,NY,10022,2024-12-02,40.7573841,-73.9681063,4.2,fast_casual,low,fast_casual,The Kati Roll Company - East 53rd Street,
3961,1768.0,22 Maiden Lane,New York,NY,10038,2024-12-02,40.7091291,-74.0091353,4.1,fast_casual,low,fast_casual,The Kati Roll Company - Maiden Lane,
3962,2097.0,1007 S. 9th St,Philadelphia,PA,19147,2024-12-02,39.9373334,-75.1580785,4.6,quick_service_restaurant,low,casual_dining,Space Smash - Philadelphia,"American Fare, Bowls, Burgers, Fast Casual, Newly Added, Sandwiches, Tacos"
3963,2658.0,255 NW 25th St Floor 7,Miami,FL,33127,2024-12-02,25.8008842,-80.2004519,4.7,full_service,high,casual_fine_dining,Casa Madera - Miami,"Bar, Caviar, Date Night, Salads, Seafood, Small Bites"
3964,703.0,1250 I Street Northwest,Washington,DC,20005,2024-12-03,38.9011852,-77.0293492,4.4,fast_casual,low,fast_casual,Pow Pow - Franklin Square,
3965,703.0,1253 H Street Northeast,Washington,DC,20002,2024-12-03,38.899983,-76.9885507,4.4,fast_casual,low,fast_casual,Pow Pow - H Street,
3966,2515.0,1721 Crystal Drive,Arlington,VA,22202,2024-12-03,38.8582558,-77.0487874,4.0,unknown,low,unknown,Bubbies Plant Burger,
3967,326.0,3540 Main Highway,Miami,FL,33133,2024-12-03,25.7252433,-80.2450485,4.4,unknown,high,unknown,Sereia,
3968,2516.0,409 Hancock Street,Quincy,MA,02171,2024-12-03,42.273226,-71.0254706,4.3,full_service,high,casual_dining,Le Madeline,
3969,2517.0,3279 Southeast Hawthorne Boulevard,Portland,OR,97214,2024-12-03,45.5122501,-122.6310524,4.5,full_service,low,casual_dining,The Hazel Room,
3970,1413.0,1700 Broadway,New York City,NY,10019,2024-12-03,40.7635427,-73.9825281,4.2,quick_service_restaurant,low,fast_casual,Mezeh - 1700 Broadway,
3971,1413.0,1286 West Williams Street,Apex,NC,27502,2024-12-03,35.7474624,-78.8733863,4.2,quick_service_restaurant,low,fast_casual,Mezeh - Apex,
3972,1413.0,13645 Connecticut Avenue,Silver Spring,MD,20906,2024-12-03,39.0782896,-77.0793926,4.5,quick_service_restaurant,low,fast_casual,Mezeh - Aspen Hill,
3973,1413.0,671 Glebe Rd Suite 1278,Arlington,VA,22203,2024-12-03,38.8787815,-77.1113951,4.2,quick_service_restaurant,low,fast_casual,Mezeh - Ballston Quarter,
3974,1413.0,616 University City Blvd,Blacksburg,VA,24060,2024-12-03,37.2325707,-80.4324348,4.2,quick_service_restaurant,low,fast_casual,Mezeh - Blacksburg,
3975,1413.0,15601 Emerald Way,Bowie,MD,20716,2024-12-03,38.9442394,-76.7337874,4.4,quick_service_restaurant,low,fast_casual,Mezeh - Bowie Town Center,
3976,1413.0,9100 Alaking Court #140,Capital Heights,MD,20743,2024-12-03,38.8705651,-76.8494382,4.2,quick_service_restaurant,low,fast_casual,Mezeh - Steeplechase,
3977,1413.0,14159 Saint Germain Dr,Centreville,VA,20121,2024-12-03,38.8362238,-77.4372757,4.1,quick_service_restaurant,low,fast_casual,Mezeh - Centreville,
3978,1413.0,2015 Bond St #180,Charlottesville,VA,22901,2024-12-03,38.0641055,-78.4911883,4.3,quick_service_restaurant,low,fast_casual,Mezeh - Charlottesville,
3979,1413.0,100 Coastal Way Ste 106,Chesapeake,VA,23320,2024-12-03,36.7665195,-76.2513013,4.4,quick_service_restaurant,low,fast_casual,Mezeh - Chesapeake,
3980,1413.0,8821 Woodyard Rd Ste 105,Clinton,MD,20735,2024-12-03,38.7717917,-76.8849494,4.5,quick_service_restaurant,low,fast_casual,Mezeh - Clinton,
3981,1413.0,2450 Crystal Dr,Arlington,VA,22202,2024-12-03,38.852135,-77.0501295,4.4,quick_service_restaurant,low,fast_casual,Mezeh - Crystal City,
3982,1413.0,2490 Market St NE,Washington,DC,20018,2024-12-03,38.9219333,-76.9523742,4.1,quick_service_restaurant,low,fast_casual,Mezeh - Dakota Crossing,
3983,1413.0,11496L Fair Oaks Mall,Fairfax,VA,22033,2024-12-03,38.8617155,-77.3546053,4.4,quick_service_restaurant,low,fast_casual,Mezeh - Fair Oaks Mall,
3984,1413.0,2770 Freedom Parkway Dr,Fayetteville,NC,28314,2024-12-03,35.0570861,-78.9681887,4.5,quick_service_restaurant,low,fast_casual,Mezeh - Fayetteville,
3985,1413.0,7810 Wormans Mill Rd,Frederick,MD,21701,2024-12-03,39.4467135,-77.3974839,4.2,quick_service_restaurant,low,fast_casual,Mezeh - Frederick,
3986,1413.0,111 Fulton St,New York City,NY,10038,2024-12-03,40.70985,-74.0067829,3.9,quick_service_restaurant,low,fast_casual,Mezeh - 111 Fulton St,
3987,1413.0,262 Crown Park Ave,Gaithersburg,MD,20878,2024-12-03,39.1140624,-77.2043925,4.4,quick_service_restaurant,low,fast_casual,Mezeh - Gaithersburg,
3988,1413.0,19810 Century Blvd,Germantown,MD,20874,2024-12-03,39.1807738,-77.2679484,4.3,quick_service_restaurant,low,fast_casual,Mezeh - Germantown,
3989,1413.0,209 Marketplace Blvd,Hamilton Township,NJ,08691,2024-12-03,40.1934401,-74.6428343,4.1,quick_service_restaurant,low,fast_casual,Mezeh - Hamilton,
3990,1413.0,350 Mall Blvd,King Of Prussia,PA,19406,2024-12-03,40.0893932,-75.3860311,4.0,quick_service_restaurant,low,fast_casual,Mezeh - KOP Mall,
3991,1413.0,4229 Merchant Plaza,Woodbridge,VA,22192,2024-12-03,38.6734261,-77.3344505,4.4,quick_service_restaurant,low,fast_casual,Mezeh - Lake Ridge,
3992,1413.0,14720 Baltimore Ave Ste H101,Laurel,MD,20707,2024-12-03,39.0937589,-76.8561955,4.5,quick_service_restaurant,low,fast_casual,Mezeh - Laurel,
3993,1413.0,"555 Compass Point Plaza SE, Suite 100",Leesburg,VA,20175,2024-12-03,39.0829359,-77.5630419,3.7,quick_service_restaurant,low,fast_casual,Mezeh - Leesburg,
3994,1413.0,701 Lynnhaven Parkway Ste 1126,Virginia Beach,VA,23452,2024-12-03,36.8162368,-76.0712297,4.2,quick_service_restaurant,low,fast_casual,Mezeh - Lynnhaven Mall,
3995,1413.0,11311 Midlothian Turnpike,Richmond,VA,23235,2024-12-03,37.5050829,-77.6057334,4.5,quick_service_restaurant,low,fast_casual,Mezeh - Midlothian,
3996,1413.0,26 Centerton Rd,Mt. Laurel Township,NJ,08054,2024-12-03,39.9690466,-74.9122699,4.0,quick_service_restaurant,low,fast_casual,Mezeh - Mount Laurel,
3997,1413.0,3500 East West Hwy #1270,Hyattsville,MD,20782,2024-12-03,38.9683146,-76.9574647,4.4,quick_service_restaurant,low,fast_casual,Mezeh - Mall at Prince George's,
3998,1413.0,144 National Plaza,National Harbor,MD,20745,2024-12-03,38.7851126,-77.0164858,4.4,quick_service_restaurant,low,fast_casual,Mezeh - National Harbor,
3999,1413.0,8406 Old Keene Mill Rd,Springfield,VA,22152,2024-12-03,38.780015,-77.235201,4.3,quick_service_restaurant,low,fast_casual,Mezeh - Old Keene Mill Rd,
4000,1413.0,340 E 16th St,Charlotte,NC,28206,2024-12-03,35.2337936,-80.827686,4.5,quick_service_restaurant,low,fast_casual,Mezeh - Optimist Hall,
4001,1413.0,10288 Mill Run Cir Ste 106,Owings Mills,MD,21117,2024-12-03,39.4063749,-76.7926403,4.4,quick_service_restaurant,low,fast_casual,Mezeh - Owings Mills,
4002,1413.0,3961 Kilgore Ave,Hampton,VA,23666,2024-12-03,37.043167,-76.3916266,4.1,quick_service_restaurant,low,fast_casual,Mezeh - Peninsula Town Center,
4003,1413.0,2712 Potomac Mills Circle,Woodbridge,VA,22192,2024-12-03,38.6426619,-77.2960483,4.3,quick_service_restaurant,low,fast_casual,Mezeh - Potomac Mills,
4004,1413.0,2401 Smith Blvd,Arlington,VA,22202,2024-12-03,38.8558329,-77.0428694,3.7,quick_service_restaurant,low,fast_casual,Mezeh - Ronald Regan Aiport,
4005,1413.0,12120 Sunset Hills Rd,Reston,VA,20190,2024-12-03,38.9549775,-77.3650574,4.3,quick_service_restaurant,low,fast_casual,Mezeh - Reston,
4006,1413.0,6972 Forest Ave,Henrico,VA,23226,2024-12-03,37.6024233,-77.5244077,4.5,quick_service_restaurant,low,fast_casual,Mezeh - Reynolds Crossing,
4007,1413.0,395 Mt Hope Ave,Rockaway Township,NJ,07886,2024-12-03,40.9074189,-74.5587725,3.8,quick_service_restaurant,low,fast_casual,Mezeh - Rockaway,
4008,1413.0,552 Ritchie Hwy,Severna Park,MD,21146,2024-12-03,39.0771026,-76.5461057,4.2,quick_service_restaurant,low,fast_casual,Mezeh - Severna Park,
4009,1413.0,11710 W Broad St,Henrico,VA,23233,2024-12-03,37.6534299,-77.61656,4.4,quick_service_restaurant,low,fast_casual,Mezeh - Short Pump,
4010,1413.0,2230 Towncenter Dr. SE,Washington,DC,20020,2024-12-03,38.8609365,-76.967299,4.4,quick_service_restaurant,low,fast_casual,Mezeh - Skyland,
4011,1413.0,6825 Springfield Mall,Springfield,VA,22150,2024-12-03,38.7738502,-77.1757242,4.3,quick_service_restaurant,low,fast_casual,Mezeh - Springfield Town Center,
4012,1413.0,45000 St. Andrews Church Rd,California,MD,20619,2024-12-03,38.3034185,-76.521952,4.5,quick_service_restaurant,low,fast_casual,Mezeh - St. Mary's,
4013,1413.0,348 East Calder Way,State College,PA,16801,2024-12-03,40.7970604,-77.8570406,3.9,quick_service_restaurant,low,fast_casual,Mezeh - State College,
4014,1413.0,4920 Old Sardis Road,Charlotte,NC,28211,2024-12-03,35.1552401,-80.7947338,4.2,quick_service_restaurant,low,fast_casual,Mezeh - Strawberry Hill,
4015,1413.0,2099 Sun Harbour Ave,Suffolk,VA,23435,2024-12-03,36.8728644,-76.4395883,4.3,quick_service_restaurant,low,fast_casual,Mezeh - Suffolk,
4016,1413.0,8101 Tysons Corner Center Mall Space J18U,McLean,VA,22102,2024-12-03,38.9162168,-77.2231362,4.2,quick_service_restaurant,low,fast_casual,Mezeh - Tysons Corner,
4017,1413.0,8926 J M Keynes Dr Ste B,Charlotte,NC,28262,2024-12-03,35.3090905,-80.7477275,4.1,quick_service_restaurant,low,fast_casual,Mezeh - UNCC,
4018,1413.0,900 Broadway,New York City,NY,10003,2024-12-03,40.7388596,-73.9895743,4.2,quick_service_restaurant,low,fast_casual,Mezeh - Union Square,
4019,1413.0,1314 Main Chapel Way,Gambrills,MD,21054,2024-12-03,39.037966,-76.6808616,4.6,quick_service_restaurant,low,fast_casual,Mezeh - Waugh Chapel,
4020,1413.0,42 Ridge Pike,Conshohocken,PA,19428,2024-12-03,40.0932487,-75.2843171,4.3,quick_service_restaurant,low,fast_casual,Mezeh - Conshohocken,
4021,327.0,107 E 6th St,Los Angeles,CA,90014,2024-12-03,34.045111,-118.249511,4.2,fast_casual,low,fast_casual,Las Perlas - Los Angeles,
4022,1774.0,453 Bush Street,San Francisco,CA,94108,2024-12-04,37.7904686,-122.4050381,4.3,full_service,high,fine_dining,Le Central Bistro,
4023,1414.0,5161 Peachtree Parkway #630,Peachtree Corners,GA,30092,2024-12-04,33.9800827,-84.2172198,4.5,full_service,mid,casual_dining,Mojitos Bistro - The Forum,
4024,1414.0,35 South Peachtree Street,Norcross,GA,30071,2024-12-04,33.9418297,-84.2130377,4.6,full_service,mid,casual_dining,Mojitos Bistro - Norcross,
4025,702.0,433 West Van Buren Street,Chicago,IL,60607,2024-12-04,41.8766444,-87.6386958,3.5,full_service,low,casual_dining,Paper Plane Pizza - West Loop,
4026,702.0,2211 North Milwaukee Avenue,Chicago,IL,60647,2024-12-04,41.921296,-87.6940812,5.0,full_service,low,casual_dining,Paper Plane Pizza - Logan Square,
4027,702.0,3968 North Elston Court,Chicago,IL,60614,2024-12-04,41.9250383,-87.6772564,3.5,full_service,low,casual_dining,Paper Plane Pizza - Irving Park,
4028,1059.0,2030 W 30th Ave,Denver,CO,80211,2024-12-04,39.7595017,-105.0114161,4.5,full_service,very_low,casual_fine_dining,Linger,
4029,704.0,1600 West 33rd Avenue,Denver,CO,80211,2024-12-04,39.7630593,-105.0056186,4.6,unknown,very_low,unknown,Root Down,
4030,1415.0,3915 Tennyson Street,Denver,CO,80212,2024-12-04,39.7714264,-105.0443229,4.6,unknown,very_low,unknown,Vital Root,
4031,2136.0,628 10th Avenue,New York,NY,10036,2024-12-04,40.7612514,-73.9939735,4.5,full_service,mid,casual_dining,The Marshal,
4032,1253.0,335 Main St,Hamilton,OH,45013,2024-12-05,39.4042891,-84.5705114,4.9,full_service,mid,casual_dining,Agave & Rye - Hamilton,"Cocktails, Earth Day, Tacos, Vegan Friendly"
4033,2137.0,"1232 Branson Hills Parkway, 201",Branson,MO,65616,2024-12-05,36.6748828,-93.2290864,4.5,full_service,low,casual_dining,Mezcal Mexican Restaurant,
4034,2135.0,2190 Pimmit Drive,Falls Church,VA,22043,2024-12-05,38.902244,-77.2056978,4.6,full_service,mid,casual_fine_dining,Idylwood Grill and Wine Bar,
4035,2519.0,1371 Clairmont Road,Decatur,GA,30033,2024-12-05,33.792869,-84.3049173,4.2,full_service,mid,casual_dining,Ms Icey's Kitchen & Bar,
4036,1416.0,1506 19th St NW,Washington,DC,20036,2024-12-05,38.9107296,-77.0436395,4.9,full_service,high,nightclub,Press Club Cocktail Bar,
4037,1776.0,318 East Cevallos Street,San Antonio,TX,78204,2024-12-05,29.4075142,-98.4972608,4.5,unknown,high,unknown,Leche De Tigre,
4038,1054.0,4814 Almeda Road,Houston,TX,77004,2024-12-05,29.7265687,-95.3776976,4.3,full_service,low,casual_dining,Reggae Hut Cafe,
4039,2520.0,8265 Beverly Boulevard,Los Angeles,CA,90048,2024-12-05,34.0763041,-118.3695848,5.0,full_service,high,casual_fine_dining,Florence Osteria & Piano Bar,
4040,2511.0,207 S. Beverly Drive,Beverly Hills,CA,90212,2024-12-05,34.0647384,-118.3993623,4.2,full_service,mid,casual_dining,CPK - Beverly Hills,
4041,2511.0,3393 Peachtree Road NE,Atlanta,GA,30326,2024-12-05,33.8467259,-84.3624199,4.2,full_service,mid,casual_dining,CPK - Lenox,
4042,2511.0,4211 Waialae Ave.,Honolulu,HI,96816,2024-12-05,21.2769457,-157.7859118,4.2,full_service,mid,casual_dining,CPK - Kahala,
4043,2511.0,7939 L. Tysons Corner,McLean,VA,22102,2024-12-05,38.917508,-77.221099,4.1,full_service,mid,casual_dining,CPK - Tysons Corner,
4044,2511.0,12265 Ventura Blvd.,Studio City,CA,91604,2024-12-05,34.143539,-118.4003878,4.3,full_service,mid,casual_dining,CPK - Studio City,
4045,2511.0,13345 Fiji Way,Marina Del Rey,CA,90292,2024-12-05,33.9778395,-118.4377,4.1,full_service,mid,casual_dining,CPK - Marina Del Rey,
4046,2511.0,551 Oakbrook Center,Oak Brook,IL,60523,2024-12-05,41.8522885,-87.9518108,3.8,full_service,mid,casual_dining,CPK - Oakbrook,
4047,2511.0,719 Paseo Nuevo,Santa Barbara,CA,93101,2024-12-05,34.4192864,-119.6999211,4.1,full_service,mid,casual_dining,CPK - Santa Barbara,
4048,2511.0,99 N. Los Robles Ave.,Pasadena,CA,91101,2024-12-05,34.1474557,-118.1417319,4.3,full_service,mid,casual_dining,CPK - Pasadena,
4049,2511.0,16101 Ventura Blvd. #200,Encino,CA,91436,2024-12-05,34.1570912,-118.4841373,4.2,full_service,mid,casual_dining,CPK - Encino,
4050,2511.0,7101 Democracy Blvd.,Bethesda,MD,20817,2024-12-05,39.0241378,-77.1459998,4.0,full_service,mid,casual_dining,CPK - Bethesda,
4051,2511.0,"73-080 El Paseo, Suite 8",Palm Desert,CA,92260,2024-12-05,33.7200009,-116.3896484,4.1,full_service,mid,casual_dining,CPK - Palm Desert,
4052,2511.0,101 N. Brand Blvd.,Glendale,CA,91203,2024-12-05,34.1467346,-118.2554616,4.2,full_service,mid,casual_dining,CPK - Glendale,
4053,2511.0,554 Pearlridge Center,Aiea,HI,96701,2024-12-05,21.3855436,-157.9416815,4.2,full_service,mid,casual_dining,CPK - Pearlridge,
4054,2511.0,1735 Arden Way Suite 220,Sacramento,CA,95815,2024-12-05,38.598984,-121.42367,4.2,full_service,mid,casual_dining,CPK - Sacramento,
4055,2511.0,601 N. San Fernando Rd.,Burbank,CA,91502,2024-12-05,34.1845274,-118.3141467,4.2,full_service,mid,casual_dining,CPK - Burbank,
4056,2511.0,"5555 Tamiami Trail North, Space#G-16",Naples,FL,34108,2024-12-05,26.2136054,-81.8019861,4.3,full_service,mid,casual_dining,CPK - Naples,
4057,2511.0,"800 Boylston St., #155",Boston,MA,02199,2024-12-05,42.34731,-71.080086,3.9,full_service,mid,casual_dining,CPK - Prudential,
4058,2511.0,100 Hillsdale Shopping Center,San Mateo,CA,94403,2024-12-05,37.5386332,-122.3006796,4.0,full_service,mid,casual_dining,CPK - San Mateo,
4059,2511.0,2301 N. Federal Hwy.,Ft. Lauderdale,FL,33305,2024-12-05,26.1559461,-80.1184427,4.3,full_service,mid,casual_dining,CPK - Ft. Lauderdale,
4060,2511.0,"2800 N. Main Street, #872",Santa Ana,CA,92705,2024-12-05,33.774848,-117.8693978,4.1,full_service,mid,casual_dining,CPK - Santa Ana,
4061,2511.0,"3101 PGA Blvd., L-213",Palm Beach Gardens,FL,33410,2024-12-05,26.8491968,-80.0855622,4.2,full_service,mid,casual_dining,CPK - Palm Beach Gardens,
4062,2511.0,1870 Annapolis Mall,Annapolis,MD,21401,2024-12-05,38.9901729,-76.5430742,4.2,full_service,mid,casual_dining,CPK - Annapolis,
4063,2511.0,"400 S. Baldwin Ave., Suite 115-U",Arcadia,CA,91007,2024-12-05,34.1340469,-118.0518616,4.2,full_service,mid,casual_dining,CPK - Santa Anita,
4064,2511.0,6301 North Point Pkwy.,Alpharetta,GA,30022,2024-12-05,34.0470726,-84.2913002,3.8,full_service,mid,casual_dining,CPK - Northpoint,
4065,2511.0,11602 Carmel Mountain Road,San Diego,CA,92128,2024-12-05,32.9797232,-117.0817924,4.1,full_service,mid,casual_dining,CPK - Carmel Mountain,
4066,2511.0,25513 Marguerite Pkwy.,Mission Viejo,CA,92692,2024-12-05,33.5927327,-117.6603307,4.3,full_service,mid,casual_dining,CPK - Mission Viejo,
4067,2511.0,1550 E. Golf Road,Schaumburg,IL,60173,2024-12-05,42.0510309,-88.0401677,4.2,full_service,mid,casual_dining,CPK - Schaumburg,
4068,2511.0,"1245 Worcester Road, Ste. 1092",Natick,MA,01760,2024-12-05,42.3008377,-71.3829236,3.1,full_service,mid,casual_dining,CPK - Natick,
4069,2511.0,10100 Scottsdale Rd.,Scottsdale,AZ,85253,2024-12-05,33.5780183,-111.926967,4.1,full_service,mid,casual_dining,CPK - Scottsdale,
4070,2511.0,1201 So. Hayes St. Ste F,Arlington,VA,22202,2024-12-05,38.8629417,-77.0591478,4.0,full_service,mid,casual_dining,CPK - Pentagon,
4071,2511.0,18800 Ventura Blvd.,Tarzana,CA,91356,2024-12-05,34.1714494,-118.5434261,4.2,full_service,mid,casual_dining,CPK - Tarzana,
4072,2511.0,"4999 Old Orchard Road, Suite G-2",Skokie,IL,60077,2024-12-05,42.0616112,-87.7480762,4.2,full_service,mid,casual_dining,CPK - Old Orchard,
4073,2511.0,"2800 W. Big Beaver Road, Space N-126",Troy,MI,48084,2024-12-05,42.5633203,-83.1837405,4.2,full_service,mid,casual_dining,CPK - Somerset,
4074,2511.0,470 Mall Blvd.,King of Prussia,PA,19406,2024-12-05,40.0894312,-75.3848016,4.1,full_service,mid,casual_dining,CPK - King of Prussia,
4075,2511.0,735 S. Figueroa St. Unit 305,Los Angeles,CA,90017,2024-12-05,34.0491079,-118.2606566,4.3,full_service,mid,casual_dining,CPK - 7th Street,
4076,2511.0,1001 Broxton Ave.,Los Angeles,CA,90024,2024-12-05,34.0621383,-118.4472046,4.2,full_service,mid,casual_dining,CPK - Westwood,
4077,2511.0,"160 Route 110, Sp. 1074",Huntington Station,NY,11746,2024-12-05,40.8226658,-73.4097565,4.0,full_service,mid,casual_dining,CPK - Walt Whitman,
4078,2511.0,"1450 Ala Moana Blvd, Sp. 3241",Honolulu,HI,96814,2024-12-05,21.2912328,-157.8443272,4.1,full_service,mid,casual_dining,CPK - Ala Moana,
4079,2511.0,3000 E. First Ave. Sp. 185,Denver,CO,80206,2024-12-05,39.7168183,-104.9526302,4.0,full_service,mid,casual_dining,CPK - Cherry Creek,
4080,2511.0,"61 S. Pine Ave., Sp. C-195",Long Beach,CA,90802,2024-12-05,33.7651369,-118.1927618,4.2,full_service,mid,casual_dining,CPK - Rainbow Harbor,
4081,2511.0,"6121 W. Park Blvd., Suite D-126",Plano,TX,75093,2024-12-05,33.0300357,-96.8333761,4.0,full_service,mid,casual_dining,CPK - Willow Bend,
4082,2511.0,"10300 W. Forest Hill Blvd., #197",Wellington,FL,33414,2024-12-05,26.6471239,-80.2093425,4.3,full_service,mid,casual_dining,CPK - Wellington Green,
4083,2511.0,3001 El Camino Real,Tustin,CA,92782,2024-12-05,33.7241985,-117.7924447,4.2,full_service,mid,casual_dining,CPK - Tustin,
4084,2511.0,8343 S. Park Meadow Center Dr.,Littleton,CO,80124,2024-12-05,39.5643769,-104.8732369,4.0,full_service,mid,casual_dining,CPK - Park Meadows,
4085,2511.0,"2855 Stevens Creek Blvd., Sp. 1273",Santa Clara,CA,95050,2024-12-05,37.3247508,-121.9465369,4.1,full_service,mid,casual_dining,CPK - Valley Fair,
4086,2511.0,"2223 NW Shore Blvd, Space 189",Tampa,FL,33607,2024-12-05,27.974494,-82.5239765,4.4,full_service,mid,casual_dining,CPK - International Plaza,
4087,2511.0,"6910 Fayetteville Road, Suite 154",Durham,NC,27713,2024-12-05,35.90441,-78.94267,3.8,full_service,mid,casual_dining,CPK - Southpoint,
4088,2511.0,210 Wilshire Blvd,Santa Monica,CA,90401,2024-12-05,34.0176381,-118.4995113,4.3,full_service,mid,casual_dining,CPK - Santa Monica,
4089,2511.0,"3 Westfarms Mall, Space #E-125",Farmington,CT,06032,2024-12-05,41.7239187,-72.7632358,3.7,full_service,mid,casual_dining,CPK - WestFarms,
4090,2511.0,870 Briarwood Circle,Ann Arbor,MI,48108,2024-12-05,42.2405401,-83.7449391,4.1,full_service,mid,casual_dining,CPK - Briarwood,
4091,2511.0,"1500 Polaris Pkwy., SP#1238",Columbus,OH,43240,2024-12-05,40.1456242,-82.9820576,4.3,full_service,mid,casual_dining,CPK - Polaris,
4092,2511.0,1065 Brea Mall 2052A,Brea,CA,92821,2024-12-05,33.91498,-117.88615,4.1,full_service,mid,casual_dining,CPK - Brea Mall,
4093,2511.0,"6417 E. Pacific Coast Hwy., Unit A-1",Long Beach,CA,90803,2024-12-05,33.7572407,-118.1103132,4.2,full_service,mid,casual_dining,CPK - Long Beach Market,
4094,2511.0,7900 Shelbyville Rd. Sp E-17,Louisville,KY,40222,2024-12-05,38.2470462,-85.6099166,4.1,full_service,mid,casual_dining,CPK - Oxmoor,
4095,2511.0,"4200 Conroy Rd., Sp. #1590",Orlando,FL,32839,2024-12-05,28.4855369,-81.4315048,4.3,full_service,mid,casual_dining,CPK - Millenia Mall,
4096,2511.0,"109 W. County Dtr., Space 2055",Des Peres,MO,63131,2024-12-05,38.6008862,-90.4328968,,full_service,mid,casual_dining,CPK - West County Mall,
4097,2511.0,"3200 Las Vegas Blvd, Sp #1590",Las Vegas,NV,89109,2024-12-05,36.1285326,-115.1700445,4.3,full_service,mid,casual_dining,CPK - Fashion Show Mall,
4098,2511.0,"264 19th St. N.W, Suite 2150",Atlanta,GA,30363,2024-12-05,33.7931441,-84.3970335,4.2,full_service,mid,casual_dining,CPK - Atlantic Station,
4099,2511.0,"11800 W. Broad St., # 1104",Richmond,VA,23233,2024-12-05,37.6561411,-77.619383,4.0,full_service,mid,casual_dining,CPK - Short Pump,
4100,2511.0,"4200 Fairfax Corner West Ave.,Bldg H, 1st Floor",Fairfax,VA,22030,2024-12-05,38.8584588,-77.3572522,4.1,full_service,mid,casual_dining,CPK - Fairfax Corner,
4101,2511.0,"40820 Winchester Rd., #1000",Temecula,CA,92591,2024-12-05,33.5252993,-117.1537907,4.2,full_service,mid,casual_dining,CPK - Temecula,
4102,2511.0,1202 Commons Drive,Geneva,IL,60134,2024-12-05,41.8938995,-88.3414147,4.4,full_service,mid,casual_dining,CPK - Geneva Commons,
4103,2511.0,20502 N. Rand Road,Deer Park,IL,60010,2024-12-05,42.1609219,-88.0518589,4.2,full_service,mid,casual_dining,CPK - Deer Park,
4104,2511.0,"303 Memorial City Mall, #610",Houston,TX,77024,2024-12-05,29.7809458,-95.542712,4.2,full_service,mid,casual_dining,CPK - Memorial City,
4105,2511.0,12517 N. Mainstreet,Rancho Cucamonga,CA,91739,2024-12-05,34.1117381,-117.5323111,4.1,full_service,mid,casual_dining,CPK - Rancho Cucamonga,
4106,2511.0,200 Central Park Ave,Virginia Beach,VA,23462,2024-12-05,36.8423793,-76.1335808,4.2,full_service,mid,casual_dining,CPK - Virginia Beach,
4107,2511.0,"3301 E. Main St., Ste. 1150",Ventura,CA,93003,2024-12-05,34.2671053,-119.2487177,4.2,full_service,mid,casual_dining,CPK - Ventura,
4108,2511.0,"55 Fortune Dr., Suite 600",Irvine,CA,92618,2024-12-05,33.6272123,-117.7080554,4.0,full_service,mid,casual_dining,CPK - Irvine Spectrum,
4109,2511.0,1100 Del Monte Center,Monterey,CA,93940,2024-12-05,36.5850279,-121.8987278,4.2,full_service,mid,casual_dining,CPK - Monterey,
4110,2511.0,7851 Edinger Avenue,Huntington Beach,CA,92647,2024-12-05,33.7305723,-117.9921219,4.3,full_service,mid,casual_dining,CPK - Huntington Beach,
4111,2511.0,"2200 E. Thousand Oaks Blvd, Ste 10",Thousand Oaks,CA,91362,2024-12-05,34.17421,-118.84576,4.1,full_service,mid,casual_dining,CPK - The Lakes at Thousand Oaks,
4112,2511.0,500 Lakewood Center Mal,Lakewood,CA,90712,2024-12-05,33.8506094,-118.1395344,4.3,full_service,mid,casual_dining,CPK - Lakewood,
4113,2511.0,10150 Stockdale Hwy,Bakersfield,CA,93311,2024-12-05,35.3535203,-119.1157603,4.3,full_service,mid,casual_dining,CPK - River Walk,
4114,2511.0,25306 Crenshaw Blvd.,Torrance,CA,90505,2024-12-05,33.7940921,-118.3293046,4.3,full_service,mid,casual_dining,CPK - Rolling Hills,
4115,2511.0,136 Boardwalk Place,Gaithersburg,MD,20878,2024-12-05,39.1179544,-77.1984258,4.1,full_service,mid,casual_dining,CPK - Gaithersburg,
4116,2511.0,"7315 SW Bridgeport Rd, Blg R2, Sp 102",Tigard,OR,97224,2024-12-05,45.3958528,-122.7521024,4.2,full_service,mid,casual_dining,CPK - Bridgeport,
4117,2511.0,"3540 Riverside Plaza, Ste #308",Riverside,CA,92506,2024-12-05,33.9549783,-117.3905198,4.3,full_service,mid,casual_dining,CPK - Riverside Plaza,
4118,2511.0,"1555 Simi Town Center Drive, #790",Simi Valley,CA,93065,2024-12-05,34.2843064,-118.7683079,4.1,full_service,mid,casual_dining,CPK - Simi Valley Town Ctr,
4119,2511.0,"9301 Tampa Avenue, Unit 129",Northridge,CA,91324,2024-12-05,34.2402217,-118.5554038,4.3,full_service,mid,casual_dining,CPK - Northridge,
